username,content,image,reply_time
[],"['           大神请帮忙看下我的电脑能玩奥德赛吗？<img class=""BDE_Image"" pic_type=""0"" width=""560"" height=""373"" src=""https://imgsa.baidu.com/forum/w%3D580/sign=37644647a2345982c58ae59a3cf5310b/60b0a5003af33a8749e9d229c95c10385243b583.jpg"" ></div>']","['//tb2.bdstatic.com/tb/static-pb/img/head_80.jpg"" data-tb-lazyload=""https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/f164e8b4bce59ca8e5bf83e4b8ada441?t=1484407862""/></a>\n                        \n                    </div>\n                </li>\n                <li class=""d_nameplate"">\n                    \n                </li>\n                <li class=""d_name"" data-field=\'{&quot;user_id&quot;:1101292785}\'>\n                    \n                    <a data-field=\'{&quot;un&quot;:&quot;\\u8d3c\\u5728\\u5fc3\\u4e2d&quot;,&quot;id&quot;:&quot;f164e8b4bce59ca8e5bf83e4b8ada441?t=1484407862&quot;}\'alog-group=""p_author"" class=""p_author_name j_user_card"" href=""/home/main?un=%E8%B4%BC%E5%9C%A8%E5%BF%83%E4%B8%AD&ie=utf-8&id=f164e8b4bce59ca8e5bf83e4b8ada441?t=1484407862&fr=pb"" target=""_blank"">贼在心中</a>\n                    \n                </li>\n                \n                <li class=""l_badge"" style=""display:block;"">\n                    <div class=""p_badge"">\n                        <a href=""/f/like/level?kw=%E5%88%BA%E5%AE%A2%E6%95%99%E6%9D%A1&ie=utf-8&lv_t=lv_nav_intro"" target=""_blank"" class=""user_badge d_badge_bright d_badge_icon1"" title=""本吧头衔1级，经验值0，点击进入等级头衔说明页""><div class=""d_badge_title "">朝圣旅人</div><div class=""d_badge_lv"">1</div></a>\n                    </div>\n                </li>\n            </ul></div><div class=""d_post_content_main "">        <div class=""p_content  "">        <div class=""save_face_bg_hidden save_face_bg_0""><a rel=""noopener"" class=""save_face_card""></a></div>                <cc>            <div class=""j_ueg_post_content p_forbidden_tip"" style=""display:none;"">该楼层疑似违规已被系统折叠&nbsp;<a rel=""noopener"" href=""###"" class=""p_forbidden_post_content_unfold"" style=""display:;"">隐藏此楼</a><a rel=""noopener"" href=""###"" class=""p_forbidden_post_content_fold"" style=""display:none;"">查看此楼</a></div><div id=""post_content_127329252191"" class=""d_post_content j_d_post_content "" style=""display:;"">            大神请帮忙看下我的电脑能玩奥德赛吗？<img class=""BDE_Image"" pic_type=""0"" width=""560"" height=""373"" src=""https://imgsa.baidu.com/forum/w%3D580/sign=37644647a2345982c58ae59a3cf5310b/60b0a5003af33a8749e9d229c95c10385243b583.jpg']",['2019-08-30 01:11']
[],"['           <img class=""BDE_Image"" pic_type=""0"" width=""560"" height=""355"" src=""https://imgsa.baidu.com/forum/w%3D580/sign=d2285468033387449cc52f74610fd937/077250166d224f4a04a8792b06f790529822d15a.jpg"" >']","['//tb2.bdstatic.com/tb/static-pb/img/head_80.jpg"" data-tb-lazyload=""https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/2bdee5a2a8e4b8b6e4b8b6e69993d263?t=1469294673""/></a>\n                        \n                    </div>\n                </li>\n                <li class=""d_nameplate"">\n                    \n                </li>\n                <li class=""d_name"" data-field=\'{&quot;user_id&quot;:1674763819}\'>\n                    \n                    <a data-field=\'{&quot;un&quot;:&quot;\\u58a8\\u4e36\\u4e36\\u6653&quot;,&quot;id&quot;:&quot;2bdee5a2a8e4b8b6e4b8b6e69993d263?t=1469294673&quot;}\'alog-group=""p_author"" class=""p_author_name j_user_card"" href=""/home/main?un=%E5%A2%A8%E4%B8%B6%E4%B8%B6%E6%99%93&ie=utf-8&id=2bdee5a2a8e4b8b6e4b8b6e69993d263?t=1469294673&fr=pb"" target=""_blank"">墨丶丶晓</a>\n                    \n                </li>\n                \n                <li class=""l_badge"" style=""display:block;"">\n                    <div class=""p_badge"">\n                        <a href=""/f/like/level?kw=%E5%88%BA%E5%AE%A2%E6%95%99%E6%9D%A1&ie=utf-8&lv_t=lv_nav_intro"" target=""_blank"" class=""user_badge d_badge_bright d_badge_icon1"" title=""本吧头衔1级，经验值0，点击进入等级头衔说明页""><div class=""d_badge_title "">朝圣旅人</div><div class=""d_badge_lv"">1</div></a>\n                    </div>\n                </li>\n            </ul></div><div class=""d_post_content_main "">        <div class=""p_content  "">        <div class=""save_face_bg_hidden save_face_bg_0""><a rel=""noopener"" class=""save_face_card""></a></div>                <cc>            <div class=""j_ueg_post_content p_forbidden_tip"" style=""display:none;"">该楼层疑似违规已被系统折叠&nbsp;<a rel=""noopener"" href=""###"" class=""p_forbidden_post_content_unfold"" style=""display:;"">隐藏此楼</a><a rel=""noopener"" href=""###"" class=""p_forbidden_post_content_fold"" style=""display:none;"">查看此楼</a></div><div id=""post_content_127350270463"" class=""d_post_content j_d_post_content "" style=""display:;"">            <img class=""BDE_Image"" pic_type=""0"" width=""560"" height=""355"" src=""https://imgsa.baidu.com/forum/w%3D580/sign=d2285468033387449cc52f74610fd937/077250166d224f4a04a8792b06f790529822d15a.jpg']",['2019-08-31 13:48']
[],"['           这个配置 大革命能开什么画质？<img class=""BDE_Image"" src=""https://imgsa.baidu.com/forum/w%3D580/sign=e88978338894a4c20a23e7233ef41bac/d280da3d70cf3bc7a13c54d0de00baa1cd112a53.jpg"" size=""38598"" changedsize=""true"" width=""560"" height=""461"" size=""38598""></div>']",[],['2019-09-01 12:21']
[],"['           这个配置，笔记本的，想玩大革命得怎么换啊，平民求问<img class=""BDE_Image"" src=""https://imgsa.baidu.com/forum/w%3D580/sign=8b2156ebd82a60595210e1121834342d/bc7e83529822720ed6dd58d874cb0a46f21fab0f.jpg"" size=""916119"" changedsize=""true"" width=""560"" height=""746"" size=""916119""></div>']",[],['2019-09-03 18:33']
[],"['           <img class=""BDE_Image"" pic_type=""0"" width=""560"" height=""354"" src=""https://imgsa.baidu.com/forum/w%3D580/sign=79e0efe33eadcbef01347e0e9caf2e0e/80a3d55c1038534352b051069c13b07eca808820.jpg"" >']","['//tb2.bdstatic.com/tb/static-pb/img/head_80.jpg"" data-tb-lazyload=""https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/aa2be7a59ee688b7e5b08fe9b89fe79a84e9ad94e789a985f6""/></a>\n                        \n                    </div>\n                </li>\n                <li class=""d_nameplate"">\n                    \n                </li>\n                <li class=""d_name"" data-field=\'{&quot;user_id&quot;:4135922602}\'>\n                    \n                    <a data-field=\'{&quot;un&quot;:&quot;\\u795e\\u6237\\u5c0f\\u9e1f\\u7684\\u9b54\\u7269&quot;,&quot;id&quot;:&quot;aa2be7a59ee688b7e5b08fe9b89fe79a84e9ad94e789a985f6&quot;}\'alog-group=""p_author"" class=""p_author_name j_user_card"" href=""/home/main?un=%E7%A5%9E%E6%88%B7%E5%B0%8F%E9%B8%9F%E7%9A%84%E9%AD%94%E7%89%A9&ie=utf-8&id=aa2be7a59ee688b7e5b08fe9b89fe79a84e9ad94e789a985f6&fr=pb"" target=""_blank"">神户小鸟的魔物</a>\n                    \n                </li>\n                \n                <li class=""l_badge"" style=""display:block;"">\n                    <div class=""p_badge"">\n                        <a href=""/f/like/level?kw=%E5%88%BA%E5%AE%A2%E6%95%99%E6%9D%A1&ie=utf-8&lv_t=lv_nav_intro"" target=""_blank"" class=""user_badge d_badge_bright d_badge_icon1"" title=""本吧头衔2级，经验值5，点击进入等级头衔说明页""><div class=""d_badge_title "">城堡仆役</div><div class=""d_badge_lv"">2</div></a>\n                    </div>\n                </li>\n            </ul></div><div class=""d_post_content_main "">        <div class=""p_content  "">        <div class=""save_face_bg_hidden save_face_bg_0""><a rel=""noopener"" class=""save_face_card""></a></div>                <cc>            <div class=""j_ueg_post_content p_forbidden_tip"" style=""display:none;"">该楼层疑似违规已被系统折叠&nbsp;<a rel=""noopener"" href=""###"" class=""p_forbidden_post_content_unfold"" style=""display:;"">隐藏此楼</a><a rel=""noopener"" href=""###"" class=""p_forbidden_post_content_fold"" style=""display:none;"">查看此楼</a></div><div id=""post_content_127416308320"" class=""d_post_content j_d_post_content "" style=""display:;"">            <img class=""BDE_Image"" pic_type=""0"" width=""560"" height=""354"" src=""https://imgsa.baidu.com/forum/w%3D580/sign=79e0efe33eadcbef01347e0e9caf2e0e/80a3d55c1038534352b051069c13b07eca808820.jpg']",['2019-09-05 11:35']
[],['           奥德赛极乐世界进去跳出怎么办5700xt+3600</div>'],[],['2019-09-07 09:15']
[],"['           大佬们我想问问为什么我在家里玩很稳定 搬到学校后就疯狂掉帧玩不了了。<img class=""BDE_Image"" pic_type=""0"" width=""560"" height=""347"" src=""https://imgsa.baidu.com/forum/w%3D580/sign=1e7e30f8b33eb13544c7b7b3961fa8cb/09b84f6034a85edf13c5e23346540923dc5475da.jpg"" size=""28140"" ></div>']","['//tb2.bdstatic.com/tb/static-pb/img/head_80.jpg"" data-tb-lazyload=""https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/0b72e79283e6ad8ce781ac89a2?t=1547900025""/></a>\n                        \n                    </div>\n                </li>\n                <li class=""d_nameplate"">\n                    \n                </li>\n                <li class=""d_name"" data-field=\'{&quot;user_id&quot;:2726916619}\'>\n                    \n                    <a data-field=\'{&quot;un&quot;:&quot;\\u7483\\u6b4c\\u706c&quot;,&quot;id&quot;:&quot;0b72e79283e6ad8ce781ac89a2?t=1547900025&quot;}\'alog-group=""p_author"" class=""p_author_name j_user_card"" href=""/home/main?un=%E7%92%83%E6%AD%8C%E7%81%AC&ie=utf-8&id=0b72e79283e6ad8ce781ac89a2?t=1547900025&fr=pb"" target=""_blank"">机智的啊旭-</a>\n                    \n                </li>\n                            <li class=""d_icons"">\n                <span class=""icon_wrap  icon_wrap_theme1 d_pb_icons ""><a style=""background: url(//tb1.bdstatic.com/tb/cms/com/icon/104_14.png?stamp=1571283005) no-repeat -3800px  0;top:0px;left:0px"" data-slot=""1""  data-name=""starmaster"" data-field=\'{&quot;name&quot;:&quot;starmaster&quot;,&quot;end_time&quot;:&quot;1735660800&quot;,&quot;category_id&quot;:104,&quot;slot_no&quot;:&quot;1&quot;,&quot;title&quot;:&quot;\\u624b\\u6e380\\u661f\\u8fbe\\u4eba&quot;,&quot;intro&quot;:&quot;\\u5728\\u624b\\u6e38\\u73a9\\u5bb6\\u5427\\u6210\\u4e3a\\u624b\\u6e380\\u661f\\u8fbe\\u4eba\\u8ba4\\u8bc1\\u7528\\u6237\\uff0c\\u5373\\u53ef\\u83b7\\u53d6\\u54e6~&quot;,&quot;intro_url&quot;:&quot;https:\\/\\/tieba.baidu.com\\/f?kw=\\u73a9\\u5bb6\\u8ba4\\u8bc1&amp;amp;ie=utf-8&quot;,&quot;price&quot;:0,&quot;value&quot;:&quot;1&quot;,&quot;sprite&quot;:{&quot;1&quot;:&quot;1571283005,76&quot;,&quot;2&quot;:&quot;1571283005,77&quot;,&quot;3&quot;:&quot;1571283005,78&quot;,&quot;4&quot;:&quot;1571283005,79&quot;,&quot;5&quot;:&quot;1571283005,80&quot;,&quot;6&quot;:&quot;1571283005,81&quot;}}\' target=""_blank""   href=""https://tieba.baidu.com/f?kw=玩家认证&amp;ie=utf-8""  class=""j_icon_slot""  title=""手游0星达人""  locate=""starmaster_1#icon""  style=""top: 0px; left:0px"">  <div class="" j_icon_slot_refresh""></div></a></span>\n                \n            </li>\n                <li class=""l_badge"" style=""display:block;"">\n                    <div class=""p_badge"">\n                        <a href=""/f/like/level?kw=%E5%88%BA%E5%AE%A2%E6%95%99%E6%9D%A1&ie=utf-8&lv_t=lv_nav_intro"" target=""_blank"" class=""user_badge d_badge_bright d_badge_icon1"" title=""本吧头衔3级，经验值21，点击进入等级头衔说明页""><div class=""d_badge_title "">花园守卫</div><div class=""d_badge_lv"">3</div></a>\n                    </div>\n                </li>\n            </ul></div><div class=""d_post_content_main "">        <div class=""p_content  "">        <div class=""save_face_bg_hidden save_face_bg_0""><a rel=""noopener"" class=""save_face_card""></a></div>                <cc>            <div class=""j_ueg_post_content p_forbidden_tip"" style=""display:none;"">该楼层疑似违规已被系统折叠&nbsp;<a rel=""noopener"" href=""###"" class=""p_forbidden_post_content_unfold"" style=""display:;"">隐藏此楼</a><a rel=""noopener"" href=""###"" class=""p_forbidden_post_content_fold"" style=""display:none;"">查看此楼</a></div><div id=""post_content_127463300486"" class=""d_post_content j_d_post_content "" style=""display:;"">            大佬们我想问问为什么我在家里玩很稳定 搬到学校后就疯狂掉帧玩不了了。<img class=""BDE_Image"" pic_type=""0"" width=""560"" height=""347"" src=""https://imgsa.baidu.com/forum/w%3D580/sign=1e7e30f8b33eb13544c7b7b3961fa8cb/09b84f6034a85edf13c5e23346540923dc5475da.jpg"" size=""28140']",['2019-09-08 21:16']
[],"['           为什么我玩大革命闪退了一下然后再开帧数就只能个位数了，dell g3,1660ti,i7 9750H,8G</div>']",[],['2019-09-14 10:57']
[],['           这样的配置玩大革命画面闪怎么解决'],[],['2019-09-14 14:40']
[],['           这样的配置可以玩全代吗（预算7500的台式）??'],[],['2019-09-14 18:09']
[],['           大佬，问一下i5   8300   gtx1060  6gb玩大革命怎么才50多帧数啊</div>'],[],['2019-09-16 17:32']
[],"['           大佬请问这个配置大革命能玩吗？<img class=""BDE_Image"" src=""https://imgsa.baidu.com/forum/w%3D580/sign=a97b49eea886c91708035231f93c70c6/290bc258ccbf6c81bcbb81feb33eb13532fa40a5.jpg"" size=""351197"" changedsize=""true"" width=""560"" height=""746"" size=""351197""></div>']",[],['2019-09-16 23:32']
[],"['           <img class=""BDE_Image"" src=""https://imgsa.baidu.com/forum/w%3D580/sign=68560e94492309f7e76fad1a420e0c39/a456baec8a13632745ccd9339e8fa0ec08fac712.jpg"" size=""323682"" changedsize=""true"" width=""560"" height=""995"" size=""323682""></div>']",[],['2019-09-29 23:32']
[],['           大佬们，这个配置可以玩奥德赛或者起源吗'],[],['2019-10-05 11:36']
[],['           请问我这个配置可以玩枭雄吗？'],[],['2019-10-05 20:34']
[],"['           想问下大佬这配置玩大革命可以吗，我怎么设置都最低了还是会卡顿不流畅<img class=""BDE_Image"" src=""https://imgsa.baidu.com/forum/w%3D580/sign=bd49e34dc58065387beaa41ba7dca115/8112103b5bb5c9ea3b9465e0da39b6003bf3b3d3.jpg"" size=""35451"" changedsize=""true"" width=""560"" height=""419"" size=""35451""></div>']",[],['2019-10-06 06:33']
[],"['           <img class=""BDE_Image"" pic_type=""0"" width=""560"" height=""187"" src=""https://imgsa.baidu.com/forum/w%3D580/sign=e6c451fb39d3d539c13d0fcb0a87e927/deeae5246b600c33a86aafcd154c510fd9f9a129.jpg"" size=""16932"" >']","['//tb2.bdstatic.com/tb/static-pb/img/head_80.jpg"" data-tb-lazyload=""https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/0f8be7bd916975353230e650?t=1450619100""/></a>\n                        \n                    </div>\n                </li>\n                <li class=""d_nameplate"">\n                    \n                </li>\n                <li class=""d_name"" data-field=\'{&quot;user_id&quot;:1357286159}\'>\n                    \n                    <a data-field=\'{&quot;un&quot;:&quot;\\u7f51iu520&quot;,&quot;id&quot;:&quot;0f8be7bd916975353230e650?t=1450619100&quot;}\'alog-group=""p_author"" class=""p_author_name j_user_card"" href=""/home/main?un=%E7%BD%91iu520&ie=utf-8&id=0f8be7bd916975353230e650?t=1450619100&fr=pb"" target=""_blank"">网iu520</a>\n                    \n                </li>\n                \n                <li class=""l_badge"" style=""display:block;"">\n                    <div class=""p_badge"">\n                        <a href=""/f/like/level?kw=%E5%88%BA%E5%AE%A2%E6%95%99%E6%9D%A1&ie=utf-8&lv_t=lv_nav_intro"" target=""_blank"" class=""user_badge d_badge_bright d_badge_icon1"" title=""本吧头衔1级，经验值0，点击进入等级头衔说明页""><div class=""d_badge_title "">朝圣旅人</div><div class=""d_badge_lv"">1</div></a>\n                    </div>\n                </li>\n            </ul></div><div class=""d_post_content_main "">        <div class=""p_content  "">        <div class=""save_face_bg_hidden save_face_bg_0""><a rel=""noopener"" class=""save_face_card""></a></div>                <cc>            <div class=""j_ueg_post_content p_forbidden_tip"" style=""display:none;"">该楼层疑似违规已被系统折叠&nbsp;<a rel=""noopener"" href=""###"" class=""p_forbidden_post_content_unfold"" style=""display:;"">隐藏此楼</a><a rel=""noopener"" href=""###"" class=""p_forbidden_post_content_fold"" style=""display:none;"">查看此楼</a></div><div id=""post_content_127850356267"" class=""d_post_content j_d_post_content "" style=""display:;"">            <img class=""BDE_Image"" pic_type=""0"" width=""560"" height=""187"" src=""https://imgsa.baidu.com/forum/w%3D580/sign=e6c451fb39d3d539c13d0fcb0a87e927/deeae5246b600c33a86aafcd154c510fd9f9a129.jpg"" size=""16932', 'https://imgsa.baidu.com/forum/w%3D580/sign=25e072e6da39b6004dce0fbfd9503526/43ad78600c338744dbd65e795e0fd9f9d72aa029.jpg"" size=""13634']",['2019-10-09 17:24']
[],"['           求问这个奥德赛能开什么画质？<img class=""BDE_Image"" src=""https://imgsa.baidu.com/forum/w%3D580/sign=e6d37806e624b899de3c79305e071d59/8c9ba01bb051f81948f3514cd5b44aed2f73e768.jpg"" size=""304293"" changedsize=""true"" width=""560"" height=""995"" size=""304293""></div>']",[],['2019-10-11 10:50']
[],['           lz，我这个玩大革命没啥问题，但我玩才下的枭雄不管开什么画质都会有明显的掉帧，该咋整啊？'],[],['2019-10-18 16:17']
[],"['           请问为啥每一代刺客信条一点开始游戏就会停止运行是我的配置有问题吗<img class=""BDE_Image"" src=""https://imgsa.baidu.com/forum/w%3D580/sign=13400e33d6f9d72a17641015e42a282a/f3aa1af7905298227b0253cfd8ca7bcb0a46d416.jpg"" size=""1078114"" changedsize=""true"" width=""560"" height=""746"" size=""1078114""></div>']",[],['2019-10-20 13:50']
